Hôtel Napoleon Paris,309,8th arr.,2.7 miles,8.6,Fabulous,9.3,456
Hôtel de Bellevue Paris Gare du Nord,110,18th arr.,2.2 miles,7.5,Good,NA,1155
Hôtel Madeleine Plaza,NA,8th arr.,Metro access,8.5,Very good,9.5,1062
Grand Hôtel Dechampaigne,172,1st arr.,"1,800 feet",8.3,Very good,9.5,1014
Carina Tour Eiffel,121,15th arr.,3 miles,7.8,Good,NA,877
Best Western Plus Elysée Secret,160,8th arr.,2.1 miles,7.8,Good,NA,671
Hôtel Le Beaugency,163,7th arr.,2 miles,7.9,Good,NA,731
Hotel des Vosges,85,20th arr.,1.6 miles,7.8,Good,NA,1388
Les Jardins De La Villa,192,17th arr.,3.1 miles,8.9,Fabulous,NA,471
Paris Square,211,8th arr.,2.7 miles,9.4,Superb,9.7,304
Hôtel Vendome Saint-Germain,NA,5th arr.,Metro access,8.6,Fabulous,NA,1647
Hotel George - Astotel,146,9th arr.,1.7 miles,9,Superb,9.3,555
Hôtel De Nice,172,4th arr.,"1,150 feet",8,Very good,9.5,1253
Libertel Montmartre Opéra,139,9th arr.,1.9 miles,8.2,Very good,NA,1168
Royal Garden Champs Elysées,158,8th arr.,2.5 miles,7.8,Good,NA,1373
Hotel Whistler,216,10th arr.,1.6 miles,9,Superb,NA,763
Agate Hôtel,132,12th arr.,2.3 miles,8.5,Very good,NA,997
Hotel Design Sorbonne,NA,5th arr.,Metro access,8.4,Very good,9.4,711
La Clef Champs-Élysées Paris,375,8th arr.,2.6 miles,9,Superb,9.6,319
Jardins Eiffel,196,7th arr.,2 miles,8.6,Fabulous,9.4,1346
Helvetia,101,12th arr.,1.3 miles,7.6,Good,NA,1770
Hôtel Vic Eiffel,134,15th arr.,2.1 miles,9.1,Superb,NA,838
Hotel Royal Cardinal,163,5th arr.,0.7 miles,7.6,Good,NA,1066
Hotel Monterosa - Astotel,146,9th arr.,1.8 miles,8.8,Fabulous,NA,342
Turenne Flat with Terrace,NA,3rd arr.,Metro access,7.6,Good,NA,23
Aparthotel Adagio Paris Bercy Village,130,12th arr.,2.4 miles,8,Very good,NA,1427
Pavillon Monceau,130,17th arr.,2.8 miles,8.1,Very good,NA,1019
Hotel Paix Republique,105,10th arr.,0.9 miles,7.9,Good,NA,875
Littlehotel,111,10th arr.,1.1 miles,7.6,Good,NA,775
Hôtel Hor Les Lumières,136,11th arr.,1.2 miles,8.6,Fabulous,NA,998
Hotel Villa Saxe Eiffel,249,7th arr.,2 miles,8.9,Fabulous,NA,570
Central Apartment Louvre Opéra,NA,2nd arr.,Metro access,9,Superb,9.8,51
Grand Hotel Saint Michel,208,5th arr.,0.7 miles,8.6,Fabulous,9.3,933
"The Originals City, Hôtel Montmartre Apolonia, Paris",115,18th arr.,2.5 miles,8.2,Very good,NA,2272
Turenne Le Marais,183,4th arr.,"2,950 feet",8.5,Very good,9.4,1175
Hôtel Mansart - Esprit de France,235,1st arr.,1.3 miles,8.7,Fabulous,9.6,551
Handsome Hotel By Elegancia,188,1st arr.,"2,150 feet",8.4,Very good,9.4,369
Hôtel Bourgogne & Montana,235,7th arr.,1.6 miles,8.9,Fabulous,9.5,332
Le 123 Elysees - Astotel,242,8th arr.,2.2 miles,8.9,Fabulous,9.6,474
Sweet Inn Apartments-Gravilliers,NA,3rd arr.,Metro access,6.4,Review score,NA,10
Mercure Paris Opera Louvre,211,2nd arr.,1.1 miles,7.9,Good,NA,526
Best Western Amiral Hotel,130,13th arr.,2.2 miles,7.7,Good,NA,1545
Hotel du Louvre in the Unbound Collection by Hyatt,382,1st arr.,0.9 miles,8.9,Fabulous,9.9,63
Marceau Champs-Elysées,188,16th arr.,2.5 miles,8.1,Very good,NA,506
La Villa Maillot,239,16th arr.,3.1 miles,8.9,Fabulous,NA,595
La Villa Royale,183,9th arr.,1.9 miles,8,Very good,NA,1192
Milestay Charmants Passages,NA,2nd arr.,Metro access,8.6,Fabulous,10,38
Hôtel Regent's Garden - Astotel,167,17th arr.,3.1 miles,8.9,Fabulous,NA,411
Hotel Relais Bosquet,221,7th arr.,2.1 miles,8.9,Fabulous,9.5,663
Hôtel Le Fabe,146,14th arr.,2.3 miles,8.9,Fabulous,NA,1303
Les Jardins Du Marais,222,11th arr.,0.8 miles,8,Very good,NA,1664
Hôtel Gustave,232,15th arr.,2.9 miles,8.9,Fabulous,NA,395
Edouard 7 Paris Opéra,356,2nd arr.,1.2 miles,8.9,Fabulous,9.7,731
Aparthotel Adagio Paris XV,NA,15th arr.,Metro access,7.3,Good,NA,1755
Chambellan Morgane,171,16th arr.,2.6 miles,8.1,Very good,9.4,449
Mom'Art Hotel & Spa,265,18th arr.,1.9 miles,8.9,Fabulous,9.3,648
Hôtel Pont Royal,299,7th arr.,1.1 miles,8.7,Fabulous,9.4,344
Bonséjour Montmartre,121,18th arr.,2.2 miles,7.8,Good,NA,742
Hotel Eiffel Blomet,198,15th arr.,2.5 miles,8.9,Fabulous,NA,852
Vestay George V,210,8th arr.,2.4 miles,8.9,Fabulous,9.5,691
Grand Hôtel Amelot,NA,11th arr.,Metro access,8.1,Very good,NA,2940
Hôtel Duo,295,4th arr.,650 feet,8.5,Very good,9.4,705
Esprit Saint Germain,732,6th arr.,0.8 miles,8.9,Fabulous,9.3,77
Dream Hotel Opera,149,9th arr.,1.3 miles,8.4,Very good,NA,658
3H Paris Marais Hôtel,179,3rd arr.,0.7 miles,8.5,Very good,NA,522
Best Western Premier Kapital Opéra,159,8th arr.,2.1 miles,8.9,Fabulous,NA,1182
Hotel Audran,114,18th arr.,2.1 miles,8.1,Very good,NA,1879
Holiday Inn Paris Notre Dame,217,6th arr.,"2,800 feet",8.2,Very good,9.4,1532
CMG Voltaire - Charonne II,NA,11th arr.,Metro access,8.1,Very good,NA,14
Hôtel Léopold,156,14th arr.,1.5 miles,8.7,Fabulous,NA,149
Best Western Plus Quartier Latin Pantheon,149,5th arr.,0.9 miles,7.9,Good,NA,1104
Hôtel Saint Martin Bastille,149,11th arr.,1.1 miles,8.8,Fabulous,NA,473
9Hotel Republique,209,10th arr.,1.1 miles,8.3,Very good,NA,1027
Best Western Bretagne Montparnasse,105,14th arr.,2 miles,7.5,Good,NA,1256
L'Empire Paris,255,1st arr.,"2,600 feet",8.5,Very good,NA,484
Hôtel de Joséphine BONAPARTE,NA,4th arr.,Metro access,9.1,Superb,9.7,255
Virgina,133,14th arr.,2.5 miles,8.6,Fabulous,NA,2113
Le Belmont Paris,236,16th arr.,2.6 miles,8.4,Very good,9.3,638
Hotel Maison Athénée,243,9th arr.,1.5 miles,8.6,Fabulous,9.6,489
Villa Glamour,178,16th arr.,3.1 miles,8.5,Very good,NA,315
Les Rives de Notre-Dame,239,5th arr.,"1,950 feet",8.7,Fabulous,9.6,312
Elysées Hôtel,140,8th arr.,2.2 miles,7.3,Good,NA,340
"""La Sorbonne"" Amazing Loft (841)",NA,5th arr.,Metro access,7.8,Good,NA,32
Hotel Touraine Opera,140,9th arr.,1.6 miles,8.2,Very good,NA,509
Hotel Hippodrome,122,18th arr.,2.2 miles,7.7,Good,NA,689
Citadines République Paris,113,11th arr.,1.2 miles,7.9,Good,NA,895
Hôtel Perreyve,154,6th arr.,1.1 miles,7.7,Good,NA,269
Auteuil Tour Eiffel,150,16th arr.,3.1 miles,8.7,Fabulous,NA,879
Hôtel Le M,182,14th arr.,1.7 miles,8.2,Very good,NA,984
Hôtel Saint-Charles,NA,13th arr.,Metro access,8.4,Very good,NA,2029
Best Western Hotel Opéra Drouot,160,9th arr.,1.2 miles,8.1,Very good,NA,1073
Maxim Opéra,198,9th arr.,1.2 miles,8.1,Very good,NA,284
Villa Royale Montsouris,153,14th arr.,2.5 miles,7.9,Good,NA,964
Bradford Elysées - Astotel,211,8th arr.,2.3 miles,8.9,Fabulous,9.3,478
Fraser Suites Le Claridge Champs-Elysées,357,8th arr.,2.3 miles,8.2,Very good,9.3,1405
Fraser Suites Le Claridge Champs-Elysées,357,8th arr.,2.3 miles,8.2,Very good,9.3,1405
Hotel Louvre Bons Enfants,188,1st arr.,0.7 miles,7.8,Good,9.3,1014
Hotel Trema,NA,19th arr.,Metro access,7.6,Good,NA,725
Citadines Les Halles Paris,216,1st arr.,"1,800 feet",8,Very good,9.3,1834
Hotel Korner Montparnasse,133,15th arr.,2.1 miles,8.5,Very good,NA,922
Hôtel Mondial,161,9th arr.,1.1 miles,7.7,Good,NA,1004
Apostrophe Hôtel,184,6th arr.,1.4 miles,8.3,Very good,NA,531
Hipark by Adagio Paris La Villette,98,19th arr.,2.9 miles,7.5,Good,NA,1367
Hotel Louvre Sainte Anne,213,1st arr.,1 miles,8.7,Fabulous,9.5,143
Apollon Montparnasse,NA,14th arr.,Metro access,8.5,Very good,NA,1379
Hilton Paris Opera,291,8th arr.,1.8 miles,7.9,Good,NA,441
Hotel Corona Opera,159,9th arr.,1.1 miles,8.1,Very good,NA,523
Hôtel de Genève,133,9th arr.,1.8 miles,7.9,Good,NA,1076
Hotel - Restaurant Le Vert Galant,167,13th arr.,1.7 miles,8.8,Fabulous,NA,587
Le Twelve,110,12th arr.,2.6 miles,7.2,Good,NA,1521
Le 123 Elysees - Astotel,242,8th arr.,2.2 miles,8.9,Fabulous,9.5,475
Okko Hotels Paris Porte De Versailles,NA,15th arr.,Metro access,8.9,Fabulous,NA,2597
Hotel Panache,160,9th arr.,1.2 miles,8.4,Very good,NA,692
Mercure Paris 17 Batignolles,132,17th arr.,3 miles,8.7,Fabulous,NA,555
Westside Arc de Triomphe Hotel,146,17th arr.,3.1 miles,7.9,Good,NA,1278
"Prince de Galles, a Luxury Collection hotel, Paris",507,8th arr.,2.5 miles,8.7,Fabulous,9.3,137
Hôtel Alexandrine Opera,121,8th arr.,2 miles,8,Very good,NA,1359
Hôtel Champs Élysées Plaza,369,8th arr.,2.4 miles,8.6,Fabulous,NA,543
BoB Hotel by Elegancia,NA,14th arr.,Metro access,8.6,Fabulous,NA,750
Hotel The Playce by Happyculture,120,18th arr.,2.2 miles,7.8,Good,NA,515
Saint James Paris,461,16th arr.,3.1 miles,9.2,Superb,9.4,167
Paris Marriott Champs Elysees Hotel,343,8th arr.,2.4 miles,7.8,Good,NA,417
Hôtel Bourgogne & Montana,235,7th arr.,1.6 miles,8.9,Fabulous,9.5,332
Hotel Ile de France Opéra,187,2nd arr.,1.1 miles,7.7,Good,NA,344
Etoile Pereire,149,17th arr.,3.1 miles,8.2,Very good,NA,536
Hôtel Le Relais Saint Charles,177,15th arr.,2.7 miles,8.3,Very good,NA,907
Hotel Résidence Montebello,NA,7th arr.,Metro access,8.9,Fabulous,NA,1136
Grand Hotel Francais,140,11th arr.,1.8 miles,8.7,Fabulous,NA,361
Hôtel De Venise,125,12th arr.,1.7 miles,8.5,Very good,NA,1579
Hotel de Seze,220,9th arr.,1.5 miles,9.2,Superb,9.7,368
Le Général Hôtel,209,11th arr.,1 miles,9.1,Superb,NA,824
Mercure Paris Gare De Lyon TGV,150,12th arr.,1.3 miles,8.1,Very good,NA,2668
Hotel Chavanel,227,8th arr.,1.6 miles,8.6,Fabulous,9.3,77
Home Latin,NA,5th arr.,Metro access,7.6,Good,NA,1116
Hotel Joyce - Astotel,178,9th arr.,1.8 miles,8.9,Fabulous,NA,477
Le Damantin Hôtel & Spa,430,8th arr.,2.1 miles,9,Superb,9.5,362
Hotel Armoni Paris,119,17th arr.,3.1 miles,8.4,Very good,NA,1215
Hôtel Lumières Montmartre Paris,99,18th arr.,2.7 miles,7.7,Good,NA,2076
Hotel Opéra Marigny,243,8th arr.,1.6 miles,8.5,Very good,9.4,659
Charles V,277,4th arr.,"2,800 feet",8.7,Fabulous,NA,230
Eiffel Village Apartments Paris,NA,15th arr.,Metro access,7.9,Good,NA,336
Hotel du Collectionneur Arc de Triomphe,316,8th arr.,2.5 miles,7.9,Good,NA,1614
CMG Premium Tour Eiffel III,181,16th arr.,3 miles,7.7,Good,9.4,44
Apartments WS Saint-Lazare - Opera,132,8th arr.,1.7 miles,7.8,Good,NA,177
Hôtel Des Batignolles,128,17th arr.,2.4 miles,8.4,Very good,NA,2087
Hôtel Du Vieux Saule,195,3rd arr.,0.7 miles,8.1,Very good,NA,341
Hotel Le M Saint Germain,172,5th arr.,"3,100 feet",8.7,Fabulous,9.5,849
Beautiful Triplex in the center of Paris,NA,10th arr.,Metro access,8.5,Very good,NA,19
Hotel Elysées Bassano,222,16th arr.,2.6 miles,8.1,Very good,NA,348
Brach Paris,500,16th arr.,3.1 miles,9.2,Superb,NA,182
Residhotel Imperial Rennequin,165,17th arr.,3 miles,8.5,Very good,NA,272
Arc de Triomphe Etoile,160,17th arr.,2.9 miles,8.3,Very good,NA,793
Hôtel Paris La Fayette,128,10th arr.,1.4 miles,7.4,Good,NA,1265
Villa Eugenie,172,17th arr.,2.7 miles,7.5,Good,NA,315
Hôtel des Deux Avenues,149,17th arr.,2.9 miles,7.1,Good,NA,939
Jack's Hotel,NA,13th arr.,Metro access,8.5,Very good,NA,934
Normandy Le Chantier,219,1st arr.,1 miles,6.9,Review score,NA,3394
Régence Etoile,178,17th arr.,3 miles,8.7,Fabulous,9.4,450
Bastille De Launay,179,11th arr.,0.8 miles,8.7,Fabulous,NA,1098
Best Western Premier Ducs de Bourgogne,245,1st arr.,"2,300 feet",9.1,Superb,9.7,868
Fred'Hotel,142,14th arr.,2.3 miles,8.3,Very good,NA,847
Hotel Esmeralda,152,5th arr.,"1,950 feet",8.4,Very good,9.7,537
Hôtel Du Prince Eugène,NA,11th arr.,Metro access,8.7,Fabulous,NA,777
AMHotel Italie,117,13th arr.,2.2 miles,7.7,Good,NA,362
Timhotel Tour Montparnasse,94,14th arr.,1.7 miles,7.9,Good,NA,1402
Hotel Le Basile,196,9th arr.,1.5 miles,8.8,Fabulous,9.4,1139
Hôtel Le Marcel Paris Gare de l'Est,153,10th arr.,1.4 miles,8.3,Very good,NA,452
Warwick Paris (Former Warwick Champs-Elysees),311,8th arr.,2.5 miles,7.9,Good,9.3,1840
Little Palace Hotel,204,3rd arr.,0.8 miles,8.1,Very good,NA,1015
Residence Bergère - Appartements,NA,9th arr.,Metro access,9.3,Superb,9.7,564
Villa Margaux Opéra Montmartre,143,9th arr.,1.8 miles,7.5,Good,NA,461
Tonic Hotel Saint Germain des Prés,176,6th arr.,0.7 miles,8.1,Very good,9.5,673
Paris Marriott Rive Gauche Hotel & Conference Center,149,14th arr.,1.8 miles,7.4,Good,NA,375
Best Western Premier Marais Grands Boulevards,160,3rd arr.,0.9 miles,8.5,Very good,NA,943
Hotel Excelsior,99,10th arr.,0.9 miles,7,Good,NA,1615
Hôtel Montparnasse Saint Germain,177,14th arr.,1.6 miles,8.4,Very good,NA,1124
Hôtel du Cygne,NA,1st arr.,Metro access,7.8,Good,NA,986
Tour Eiffel Beaugrenelle Theatre,218,15th arr.,3 miles,7.6,Good,9.4,50
Etoile Park Hotel,156,17th arr.,2.9 miles,8.5,Very good,9.6,808
Le Temple De Jeanne,193,4th arr.,"2,300 feet",8.9,Fabulous,9.8,200
Hôtel California Champs Elysées,255,8th arr.,2.4 miles,8.3,Very good,NA,1259
Hotel Paris Bruxelles,111,3rd arr.,0.9 miles,7.2,Good,NA,1704
Hôtel Elysées Régencia,252,16th arr.,2.5 miles,8.1,Very good,NA,653
La Clef Louvre,396,1st arr.,0.9 miles,8.9,Fabulous,9.6,703
Hôtel des Ecrivains,NA,13th arr.,Metro access,8.4,Very good,NA,1449
Saphir Grenelle,177,15th arr.,2.5 miles,7.3,Good,NA,918
Hôtel Hélios Opéra,207,9th arr.,1.6 miles,8.1,Very good,NA,866
Holiday Inn Paris Gare de l'Est,146,10th arr.,1.4 miles,7.8,Good,NA,5019
Hôtel Du Bois Champs-Elysées,177,16th arr.,3 miles,8.4,Very good,NA,1613
Hotel De Suede Saint Germain,177,7th arr.,1.5 miles,8.1,Very good,NA,625
K+K Hôtel Cayré Saint Germain des Prés,254,7th arr.,1.2 miles,8.3,Very good,NA,1691
Sweet Inn Apartments Montaigne,NA,8th arr.,Metro access,8.1,Very good,9.4,29
Hôtel Le Compostelle,167,4th arr.,"1,500 feet",8.4,Very good,9.6,938
Crystal Hotel,199,6th arr.,0.9 miles,8.3,Very good,9.6,553
Le 20 Prieuré Hôtel,169,11th arr.,1 miles,8.3,Very good,NA,631
TOUR EIFFEL PECLET PARIS,185,15th arr.,2.6 miles,6.7,Review score,NA,10
Staycity Aparthotels Gare de l’Est,136,10th arr.,1.2 miles,8.1,Very good,NA,1512
Hotel du Louvre in the Unbound Collection by Hyatt,382,1st arr.,0.9 miles,8.9,Fabulous,9.9,63
Hotel Splendor Elysées,NA,17th arr.,Metro access,8.5,Very good,NA,1070
Hôtel Galileo Champs Elysées,233,8th arr.,2.6 miles,8.8,Fabulous,9.6,1146
Edouard 6 Montparnasse,145,6th arr.,1.6 miles,8.3,Very good,9.3,521
Citadines Trocadéro Paris,165,16th arr.,3.1 miles,8.5,Very good,NA,718
Best Western Star Champs-Elysées,115,17th arr.,3 miles,8.1,Very good,NA,1181
Petit Marais,166,4th arr.,"2,800 feet",7.7,Good,NA,99
Hôtel Waldorf Trocadéro,177,16th arr.,3 miles,8.6,Fabulous,9.3,457
Apartments Paris Centre - At Home Hotel,NA,3rd arr.,Metro access,7.3,Good,NA,285
Platine Hotel,184,15th arr.,3.1 miles,8.5,Very good,NA,973
Hotel Aida Marais,153,10th arr.,1 miles,7.9,Good,NA,667
Hotel du Nord et de l'Est,150,11th arr.,1 miles,7.5,Good,NA,1453
Hôtel Eiffel Saint Charles,181,15th arr.,2.9 miles,8.6,Fabulous,NA,761
Hotel Astoria - Astotel,155,8th arr.,2.2 miles,8.6,Fabulous,NA,721
Hôtel Volney Opéra,202,2nd arr.,1.3 miles,8.5,Very good,9.6,993
Convention Montparnasse,166,15th arr.,2.8 miles,8.2,Very good,NA,1234
Hôtel Marais Hôme,NA,11th arr.,Metro access,8.7,Fabulous,NA,928
Hotel de Nell,330,9th arr.,1.2 miles,9.1,Superb,NA,303
Albert's Hotel,219,11th arr.,1 miles,8.4,Very good,NA,376
Villathena,143,9th arr.,1.8 miles,8.5,Very good,NA,355
Hôtel du Ministère,231,8th arr.,1.8 miles,9,Superb,9.3,672
Montfleuri,189,16th arr.,3 miles,8.3,Very good,NA,1650
Best Western Premier Kapital Opéra,159,8th arr.,2.1 miles,8.9,Fabulous,NA,1182
"Luxury apartments at ""Notre Dame""",NA,5th arr.,Metro access,7.6,Good,NA,263
Pavillon Opéra Grands Boulevards,125,9th arr.,1.2 miles,7.7,Good,NA,193
Citadines Saint-Germain-des-Prés Paris,221,6th arr.,"2,600 feet",8.3,Very good,9.5,1502
Hôtel les Degrés de Notre Dame,151,5th arr.,"2,150 feet",7.5,Good,9.4,725
Hotel Moulin Plaza,120,9th arr.,2 miles,7.7,Good,NA,1768
Maxim Folies,187,9th arr.,1.2 miles,9,Superb,9.4,236
Le Rocroy Hotel Paris Gare du Nord,140,10th arr.,1.6 miles,8.1,Very good,NA,1615
Le Quartier Bercy-Square,NA,12th arr.,Metro access,8.4,Very good,NA,1279
Molitor Paris - MGallery,289,16th arr.,4.3 miles,8.8,Fabulous,NA,681
Appartement Nation - Goujon,187,12th arr.,2.4 miles,7.1,Good,NA,23
InterContinental Paris Le Grand,478,9th arr.,1.4 miles,8.5,Very good,9.3,1206
Hotel Dupond-Smith,499,4th arr.,"1,500 feet",9.3,Superb,9.6,81
Hotel OFF Paris Seine,199,13th arr.,1.2 miles,8.7,Fabulous,NA,1755
Hotel Claridge Paris,240,8th arr.,2.3 miles,8.5,Very good,9.5,785
Hôtel Paris Vaugirard,NA,15th arr.,Metro access,8.3,Very good,NA,1554
Hôtel Bellevue et du Chariot d'Or,128,3rd arr.,"3,100 feet",7.8,Good,NA,881
Le A,235,8th arr.,2.2 miles,9,Superb,9.4,415
Hotel Fontaines du Luxembourg,169,6th arr.,0.7 miles,8,Very good,NA,529
Royal Madeleine Hotel & Spa,267,8th arr.,1.7 miles,8.8,Fabulous,9.4,461
Hôtel le 209 Paris Bercy,150,12th arr.,2.1 miles,8.5,Very good,NA,1326
Belfast,138,17th arr.,3 miles,7.4,Good,NA,476
Windsor Opera,170,10th arr.,1.2 miles,8.3,Very good,NA,210
Hotel du Petit Moulin,NA,3rd arr.,Metro access,8.8,Fabulous,9.6,282
W Paris - Opéra,351,9th arr.,1.4 miles,8.1,Very good,NA,222
Palma Hotel,107,20th arr.,2.2 miles,8,Very good,NA,621
CasaÔ,221,2nd arr.,0.8 miles,9.1,Superb,9.6,243
Hôtel Crayon by Elegancia,177,1st arr.,0.7 miles,8.1,Very good,9.5,335
Hôtel Gérando,122,9th arr.,1.8 miles,7.2,Good,NA,941
Hôtel Madison,270,6th arr.,0.8 miles,8.9,Fabulous,9.7,334
Solar Hotel,NA,14th arr.,Metro access,8.2,Very good,NA,434
Queens Hotel,161,16th arr.,3.7 miles,8.6,Fabulous,NA,438
Terrass'' Hôtel Montmartre,240,18th arr.,2.2 miles,8.9,Fabulous,9.3,558
Hôtel Monna Lisa Champs Elysées,208,8th arr.,2.2 miles,8.5,Very good,9.4,556
Holiday Inn Paris Opéra - Grands Boulevards,166,9th arr.,1.1 miles,8.2,Very good,NA,735
Hôtel de Varenne,235,7th arr.,1.6 miles,8.7,Fabulous,NA,368
Hotel Elysees Opera,121,8th arr.,2.1 miles,8.3,Very good,NA,436
Hotel Acadia - Astotel,NA,9th arr.,Metro access,8.7,Fabulous,9.3,311
Hotel Monsieur Helder,199,9th arr.,1.3 miles,8.4,Very good,9.6,662
Hotel Best Western Anjou Lafayette,145,9th arr.,1.4 miles,8.3,Very good,NA,1006
Saint James Albany Paris Hotel Spa,270,1st arr.,1.1 miles,8,Very good,9.4,3444
Hotel Bowmann,390,8th arr.,2 miles,9.2,Superb,NA,264
Sofitel Paris Arc De Triomphe,391,8th arr.,2.6 miles,8.7,Fabulous,NA,572
Edouard 7 Paris Opéra,356,2nd arr.,1.2 miles,8.9,Fabulous,9.7,731
Les Patios du Marais 1,NA,3rd arr.,Metro access,7.3,Good,NA,2338
The Westin Paris Vendôme,298,1st arr.,1.3 miles,7.8,Good,NA,397
Welcome Hotel,153,6th arr.,0.7 miles,8.3,Very good,9.6,586
Hotel Marignan Champs-Elysées,365,8th arr.,2.2 miles,8.8,Fabulous,9.5,662
Room Mate Alain - Champs-Elysées,195,16th arr.,3.1 miles,8.5,Very good,NA,727
Hôtel du Jardin des Plantes,164,5th arr.,0.9 miles,8.2,Very good,NA,660
Hôtel du Jardin des Plantes,164,5th arr.,0.9 miles,8.2,Very good,NA,660
Holiday Inn Paris Gare Montparnasse,140,14th arr.,1.8 miles,7.4,Good,NA,2562
MileStay Paris Montmartre,NA,9th arr.,Metro access,8.6,Fabulous,NA,285
Residhome Paris Opéra,172,9th arr.,1.6 miles,8.2,Very good,9.3,672
Hyatt Paris Madeleine,420,8th arr.,1.8 miles,8.3,Very good,NA,225
Hôtel Du Plat d'Etain,177,3rd arr.,0.9 miles,8.4,Very good,NA,2209
Hôtel Le Ballu,286,9th arr.,2.1 miles,9.5,Exceptional,9.4,104
Pavillon Villiers Etoile,132,17th arr.,2.5 miles,7,Good,NA,407
Austin's Arts Et Metiers Hotel,216,3rd arr.,0.7 miles,8.5,Very good,NA,1214
Hôtel de la Bourdonnais,NA,7th arr.,Metro access,8.7,Fabulous,9.3,1579
Hôtel Keppler,249,16th arr.,2.6 miles,9,Superb,9.5,140
Citadines Montmartre Paris,138,18th arr.,2.2 miles,8,Very good,NA,1953
Hôtel Château Frontenac,282,8th arr.,2.4 miles,8.6,Fabulous,9.4,767
Best Western Le Montmartre – Saint Pierre,138,18th arr.,1.9 miles,7.8,Good,NA,1298
Hôtel Adèle & Jules,282,9th arr.,1.1 miles,9.1,Superb,9.3,682
Hotel Brady - Gare de l'Est,176,10th arr.,1 miles,7.2,Good,NA,1147
Mercure Paris Vaugirard Porte De Versailles,NA,15th arr.,Metro access,8.5,Very good,NA,965
Grand Hôtel Du Palais Royal,495,1st arr.,0.8 miles,9.1,Superb,9.7,670
Hôtel Azur Paris Gare de Lyon,128,12th arr.,1.2 miles,7.7,Good,NA,1111
Timhotel Odessa Montparnasse,145,14th arr.,1.6 miles,7.9,Good,NA,1036
Hôtel Regent's Garden - Astotel,167,17th arr.,3.1 miles,8.9,Fabulous,NA,411
D'win,179,4th arr.,"1,000 feet",8.2,Very good,9.4,784
Paris Hôtel Le Mediterraneen,168,12th arr.,1.3 miles,7.5,Good,NA,919
Hotel L’Antoine,NA,11th arr.,Metro access,8.4,Very good,NA,313
Waldorf Madeleine,184,8th arr.,1.7 miles,8.3,Very good,NA,1069
CMG Suite Deluxe Tour Eiffel IV,228,16th arr.,3 miles,7.5,Good,NA,25
XO Hotel,206,17th arr.,3 miles,8.8,Fabulous,NA,275
Hôtel Cristal Champs Elysées,255,8th arr.,2.5 miles,8.5,Very good,9.6,991
Arty Paris Porte de Versailles by Hiphophostels,90,15th arr.,2.8 miles,7.4,Good,NA,2070
Hôtel Regina Louvre,422,1st arr.,1 miles,9,Superb,9.6,843
Hotel Opera Cadet,200,9th arr.,1.4 miles,8.6,Fabulous,9.3,431
Hôtel Duc De St-Simon,NA,7th arr.,Metro access,9,Superb,9.5,549
Hôtel Le Cardinal,149,9th arr.,2 miles,8.5,Very good,NA,891
Royal Saint Honore,248,1st arr.,1.2 miles,8.7,Fabulous,9.6,528
Hotel Mademoiselle,158,10th arr.,1.5 miles,8.6,Fabulous,NA,704
Hotel 34B - Astotel,166,9th arr.,1.2 miles,9.1,Superb,9.4,2103
Golden Tulip Washington Opera,209,1st arr.,1 miles,8,Very good,NA,582
Atala Champs-Elysées,212,8th arr.,2.5 miles,8.4,Very good,9.4,314
Hôtel Chopin,NA,9th arr.,Metro access,8.6,Fabulous,9.6,462
Courcelles Etoile,140,17th arr.,3.1 miles,8,Very good,NA,725
Hôtel Des Arts-Bastille,110,11th arr.,1.4 miles,7.2,Good,NA,995
Grand Hotel du Loiret,179,4th arr.,"1,000 feet",7.9,Good,9.4,765
CMG Suite Premium Tour Eiffel II,213,16th arr.,3 miles,7,Good,NA,18
Hôtel De La Perdrix Rouge,83,19th arr.,2.1 miles,7.6,Good,NA,742
Hôtel Mayet,165,6th arr.,1.6 miles,8.1,Very good,NA,1102
Appartement dans Le Marais,NA,4th arr.,Metro access,7.4,Good,9.4,148
Blc Design Hotel,149,11th arr.,1.4 miles,7.9,Good,NA,519
Hôtel Renoir Montparnasse,133,14th arr.,1.5 miles,6.9,Review score,NA,1167
Hotel Opéra Richepanse,311,1st arr.,1.5 miles,9.2,Superb,9.6,880
La Villa Haussmann,251,8th arr.,2.1 miles,9,Superb,NA,777
Holiday Inn Paris Gare de Lyon Bastille,151,12th arr.,1.2 miles,8.6,Fabulous,NA,1315
Forest Hill Paris la Villette,93,19th arr.,3.1 miles,7.1,Good,NA,2078
Hotel Saint-Louis en L'Isle,NA,4th arr.,Metro access,8.8,Fabulous,9.7,709
Milestay - Halles,235,1st arr.,"1,500 feet",8.8,Fabulous,9.8,427
Castille Paris – Starhotels Collezione,370,1st arr.,1.4 miles,8.6,Fabulous,9.5,481
Le Narcisse Blanc,465,7th arr.,1.9 miles,9.4,Superb,9.5,360
Chez Oscar Apart’hôtel Champs Elysées,251,8th arr.,2.3 miles,8.3,Very good,NA,199
Charenton,106,12th arr.,2.5 miles,7.2,Good,NA,36
Hôtel 15 Montparnasse,155,15th arr.,1.9 miles,8.2,Very good,NA,60
Adonis Sacré Coeur Hotel Roma,106,18th arr.,2.4 miles,7.7,Good,NA,1500
Résidence & Spa Le Prince Régent,NA,6th arr.,Metro access,8.9,Fabulous,NA,512
