Le Pigalle Hotel,275,9th arr.,1.9 miles,8.8,Fabulous,NA,399
Royal Saint Michel,167,5th arr.,"2,300 feet",8.1,Very good,9.5,1445
Hotel Archetype Etoile,150,17th arr.,3.1 miles,7.9,Good,NA,220
Hotel Saint Jacques,200,5th arr.,"3,100 feet",8.5,Very good,9.3,1120
Holiday Inn Paris Montparnasse Pasteur,113,15th arr.,2.5 miles,6.8,Review score,NA,1226
Apartment WS Hôtel de Ville - Musée Pompidou,143,4th arr.,"1,000 feet",7.4,Good,NA,668
Comfort Hotel Nation Père Lachaise,NA,11th arr.,Metro access,7.3,Good,NA,1079
Park Hyatt Paris Vendome,880,2nd arr.,1.3 miles,8.9,Fabulous,9.4,117
Maison Armance,315,1st arr.,1.4 miles,9.4,Superb,9.9,123
Parc Hotel,102,14th arr.,2.5 miles,8.1,Very good,NA,301
Timhotel Opéra Blanche Fontaine,135,9th arr.,2 miles,8.2,Very good,NA,602
Villa Montparnasse,140,14th arr.,1.8 miles,8.5,Very good,NA,691
Le Littré,238,6th arr.,1.5 miles,8.8,Fabulous,NA,1030
Mercure Paris Gare Montparnasse,NA,14th arr.,Metro access,8.2,Very good,NA,548
CMG Suite Premium Tour Eiffel V,172,16th arr.,3 miles,7.2,Good,NA,35
Maison Albar Hotels Le Pont-Neuf,378,1st arr.,"2,300 feet",9,Superb,9.4,934
Hôtel Westminster,323,2nd arr.,1.3 miles,8.3,Very good,9.5,1257
Pullman Paris Centre - Bercy,206,12th arr.,2.4 miles,8.5,Very good,NA,1299
Hotel Des Deux Continents,203,6th arr.,0.8 miles,8.3,Very good,9.3,707
Hotel Le Chat Noir,198,18th arr.,2 miles,8.5,Very good,NA,804
Amarante Beau Manoir,NA,8th arr.,Metro access,7.5,Good,NA,458
Hotel Rivoli,109,4th arr.,"1,000 feet",8.1,Very good,9.5,873
Hôtel Eiffel Kensington,128,7th arr.,2.3 miles,6.9,Review score,NA,1741
Cosmotel Hotel,140,10th arr.,1 miles,8.4,Very good,NA,1013
Hôtel Des Mines,130,5th arr.,1.1 miles,7.9,Good,NA,2186
Hôtel B55,245,13th arr.,2.2 miles,8.9,Fabulous,NA,444
Hôtel Liège Strasbourg,111,10th arr.,1.2 miles,7.1,Good,NA,2664
Citadines Maine Montparnasse Paris,132,14th arr.,1.8 miles,7.7,Good,NA,702
Hôtel Henri IV Rive Gauche,NA,5th arr.,Metro access,8.9,Fabulous,9.7,1271
"Hotel de Berri, A Luxury Collection Hotel, Paris",490,8th arr.,2.4 miles,9,Superb,9.9,59
Seven Hotel,210,5th arr.,1.3 miles,7.9,Good,NA,699
Hôtel du Home Moderne,138,15th arr.,2.7 miles,8.6,Fabulous,NA,841
Austin's Saint Lazare Hotel,186,9th arr.,1.8 miles,8.1,Very good,NA,1586
9Hotel Montparnasse,129,14th arr.,2.2 miles,8.4,Very good,NA,970
Hôtel Regina Opéra Grands Boulevards,138,10th arr.,1 miles,7.4,Good,NA,330
Residence Central Marais,NA,4th arr.,Metro access,7.9,Good,NA,309
Le Cinq Codet,378,7th arr.,2 miles,8.8,Fabulous,NA,701
Hôtel du Rond-Point des Champs-Elysées - Esprit de France,261,8th arr.,2.1 miles,9.4,Superb,9.8,334
Hotel Yllen Eiffel,150,15th arr.,2.3 miles,8.4,Very good,NA,1098
La Planque Hotel,190,10th arr.,1.4 miles,9.1,Superb,NA,758
Mom'Art Hotel & Spa,265,18th arr.,1.9 miles,8.9,Fabulous,9.3,648
Oh la la ! Hotel Bar Paris Bastille,241,11th arr.,0.9 miles,9.1,Superb,9.5,120
Résidence Palais Étoile,NA,17th arr.,Metro access,9.1,Superb,9.3,511
Mercure Paris Centre Tour Eiffel,195,15th arr.,2.7 miles,8,Very good,NA,2680
Mercure Paris Montmartre Sacré Coeur,161,18th arr.,2.2 miles,8.3,Very good,NA,1663
LE WIT Hotel,185,9th arr.,1.2 miles,7.6,Good,NA,1053
Chambiges Elysées,265,8th arr.,2.3 miles,8.8,Fabulous,9.5,507
Hôtel Madeleine Haussmann,270,8th arr.,1.7 miles,8.6,Fabulous,9.4,1032
Serotel Lutèce,237,5th arr.,1.2 miles,8.5,Very good,NA,711
Aparthotel Adagio Paris Buttes Chaumont,NA,19th arr.,Metro access,8,Very good,NA,1957
Hotel Auguste,143,15th arr.,2.9 miles,7.8,Good,NA,1110
MEININGER Hotel Paris Porte de Vincennes,145,12th arr.,3 miles,8,Very good,NA,9
Hôtel de Banville,179,17th arr.,3.1 miles,8.6,Fabulous,NA,834
Chouette Hotel,150,15th arr.,2.7 miles,8.7,Fabulous,NA,1298
Hôtel Louvre Richelieu,211,1st arr.,1 miles,7.8,Good,NA,333
Hôtel du Triangle d'Or,207,9th arr.,1.5 miles,8.8,Fabulous,9.5,619
Hotel Alhambra,157,11th arr.,1 miles,8.3,Very good,NA,3101
Temple Apartments Paris,NA,3rd arr.,Metro access,7.3,Good,NA,258
Apartment WS St Germain - Quartier Latin,142,6th arr.,"2,950 feet",7.4,Good,NA,570
Exelmans,88,16th arr.,3.7 miles,7.2,Good,NA,868
Classics Hotel Bastille,152,11th arr.,1.6 miles,8.1,Very good,NA,886
Hotel du Mont Blanc,156,5th arr.,"2,150 feet",7.3,Good,NA,3682
Hôtel d'Argenson,178,8th arr.,2.1 miles,8.4,Very good,NA,2014
Bastille Opéra,211,11th arr.,0.9 miles,8.5,Very good,10,22
France Louvre,NA,4th arr.,Metro access,7,Good,NA,670
Académie Hôtel Saint Germain,228,7th arr.,1 miles,8.8,Fabulous,9.5,796
Crowne Plaza Paris République,205,11th arr.,1 miles,7.9,Good,NA,105
Grand Powers Hotel,475,8th arr.,2.4 miles,9.3,Superb,9.8,260
Serotel Suites Opera,237,9th arr.,1.4 miles,8.2,Very good,NA,194
Hotel De L'Horloge,143,11th arr.,1.6 miles,8.2,Very good,NA,375
Balmoral Champs Elysées,176,17th arr.,3 miles,8.7,Fabulous,9.4,319
Hotel Palm - Astotel,NA,9th arr.,Metro access,8.9,Fabulous,NA,340
Mercure Paris 17ème Saint Lazare Monceau,155,17th arr.,2.4 miles,7.5,Good,NA,607
The Leaves,389,16th arr.,3.1 miles,7.8,Good,NA,16
Best Western Empire Elysees,197,17th arr.,3 miles,8.2,Very good,NA,1800
Korner Opera,172,2nd arr.,1 miles,8.8,Fabulous,9.5,446
Jardins de Mademoiselle Hôtel & Spa,250,15th arr.,2.7 miles,9,Superb,NA,732
Hotel Ascot Opera,187,2nd arr.,1.1 miles,8.1,Very good,NA,1222
Hôtel Le Daly's,NA,20th arr.,Metro access,7.7,Good,NA,802
Excelsior Opera,197,9th arr.,1.4 miles,8.4,Very good,9.4,455
Hotel Paradis,168,10th arr.,1.2 miles,8.1,Very good,NA,504
Lyric Hotel Paris Opera,255,2nd arr.,1.1 miles,8.8,Fabulous,9.3,588
Les Tournelles,269,3rd arr.,0.6 miles,9,Superb,9.7,462
Hotel Scarlett,158,20th arr.,1.8 miles,8.7,Fabulous,NA,723
Hotel Hippodrome,122,18th arr.,2.2 miles,7.7,Good,NA,689
Hôtel Waldorf Trocadéro,177,16th arr.,3 miles,8.6,Fabulous,9.3,457
Résidence du Lion d'Or Louvre,NA,1st arr.,Metro access,8.5,Very good,9.3,547
Hotel Diana Paris,200,5th arr.,"2,950 feet",8.6,Fabulous,9.3,338
Citadines République Paris,113,11th arr.,1.2 miles,7.9,Good,NA,895
Hôtel Juliana Paris,408,7th arr.,2.2 miles,8.6,Fabulous,NA,542
Hôtel Perreyve,154,6th arr.,1.1 miles,7.7,Good,NA,269
The Chess Hotel,214,9th arr.,1.3 miles,8.6,Fabulous,9.3,560
Hôtel Le M,182,14th arr.,1.7 miles,8.2,Very good,NA,984
Hotel Korner Eiffel,NA,15th arr.,Metro access,8.6,Fabulous,NA,1224
Au Manoir Saint Germain,315,6th arr.,0.9 miles,8.6,Fabulous,9.5,666
Best Western Hotel Opéra Drouot,160,9th arr.,1.2 miles,8.1,Very good,NA,1073
Maxim Opéra,198,9th arr.,1.2 miles,8.1,Very good,NA,284
Queens Hotel,161,16th arr.,3.7 miles,8.6,Fabulous,NA,438
Villa Royale Montsouris,153,14th arr.,2.5 miles,7.9,Good,NA,964
CADET Residence,222,9th arr.,1.3 miles,8.6,Fabulous,9.4,133
Le clos de l'olivier,NA,15th arr.,Metro access,9.5,Exceptional,9.3,298
Hôtel De Sers Champs Elysées Paris,425,8th arr.,2.5 miles,8.6,Fabulous,9.4,317
Fraser Suites Le Claridge Champs-Elysées,357,8th arr.,2.3 miles,8.2,Very good,9.3,1405
Hôtel Lancaster Paris Champs-Elysées,435,8th arr.,2.4 miles,8.6,Fabulous,9.4,318
Hotel Louvre Bons Enfants,188,1st arr.,0.7 miles,7.8,Good,9.3,1014
Citadines Les Halles Paris,216,1st arr.,"1,800 feet",8.1,Very good,9.3,1834
Villa Brunel,133,17th arr.,3.1 miles,8.6,Fabulous,NA,621
Le Marquis Eiffel,NA,15th arr.,Metro access,8.7,Fabulous,NA,671
Palym,200,12th arr.,1.2 miles,8.6,Fabulous,9.3,2754
Hotel Korner Montparnasse,133,15th arr.,2.1 miles,8.5,Very good,NA,921
Hôtel Mondial,161,9th arr.,1.1 miles,7.7,Good,NA,1010
Hôtel Château Frontenac,282,8th arr.,2.4 miles,8.6,Fabulous,9.4,767
Apostrophe Hôtel,184,6th arr.,1.4 miles,8.3,Very good,NA,531
Unic Renoir Saint Germain,148,14th arr.,1.6 miles,7,Good,NA,1946
Monsieur Saintonge,289,3rd arr.,0.6 miles,8.4,Very good,NA,886
Le Tourville Eiffel,NA,7th arr.,Metro access,8.9,Fabulous,9.3,571
Hotel des Carmes,155,5th arr.,"2,950 feet",8.4,Very good,9.5,1737
Avia Hôtel Saphir Montparnasse,210,15th arr.,2 miles,7.5,Good,NA,1196
Hôtel Albe Saint Michel,212,5th arr.,"2,150 feet",8.8,Fabulous,9.6,1381
Hotel Pax Opera,199,9th arr.,1.4 miles,7.7,Good,NA,942
Hôtel Plaza Étoile,226,17th arr.,2.9 miles,8.1,Very good,9.4,685
Millésime Hôtel,330,6th arr.,0.8 miles,9.3,Superb,9.7,690
"Paris Boutik : Suite ""La Librairie du Marais""",NA,3rd arr.,Metro access,9.2,Superb,9.8,55
Hotel d'Orsay - Esprit de France,198,7th arr.,1.3 miles,9.2,Superb,9.6,682
1K Paris,300,3rd arr.,0.8 miles,8.2,Very good,NA,792
Hôtel Tourisme Avenue,183,15th arr.,2.5 miles,8.9,Fabulous,9.4,920
Hotel Marena,109,9th arr.,1.6 miles,7.2,Good,NA,640
Hotel de Neuve by Happyculture,275,4th arr.,"3,100 feet",8.1,Very good,NA,191
Hôtel Vernet,405,8th arr.,2.7 miles,8.9,Fabulous,9.5,442
Hotel Royal Mansart,NA,9th arr.,Metro access,7.5,Good,NA,487
Hôtel International Paris,172,11th arr.,1.2 miles,8.6,Fabulous,NA,619
Goralska Résidences Hôtel Paris Bastille,410,4th arr.,0.9 miles,9.3,Superb,NA,174
Hotel Elysa-Luxembourg,199,5th arr.,0.9 miles,8.1,Very good,9.3,1169
Hotel Le Sainte-Beuve,252,6th arr.,1.3 miles,8.8,Fabulous,NA,619
Hotel Les Bulles De Paris,216,5th arr.,"3,100 feet",8.3,Very good,NA,1174
Hôtel Bassano,252,16th arr.,2.6 miles,8.4,Very good,9.3,271
Libertel Gare de L'Est Francais,NA,10th arr.,Metro access,8.4,Very good,NA,2116
Hôtel De Sers Champs Elysées Paris,425,8th arr.,2.5 miles,8.6,Fabulous,9.4,317
Hôtel Du Midi Paris Montparnasse,159,14th arr.,1.9 miles,8.3,Very good,NA,1845
Hotel de L'Esperance,139,5th arr.,1.3 miles,8.4,Very good,NA,1159
Hotel des Pyrénées,130,20th arr.,2 miles,8,Very good,NA,1344
Odalys City Paris Montmartre,169,18th arr.,2.2 miles,8.7,Fabulous,NA,2330
Hotel Bonaparte,199,6th arr.,0.9 miles,8.6,Fabulous,9.7,289
Etoile Pereire,149,17th arr.,3.1 miles,8.2,Very good,NA,536
La Villa Madame,NA,6th arr.,Metro access,8.9,Fabulous,9.4,216
Hôtel Le Relais Saint Charles,177,15th arr.,2.7 miles,8.3,Very good,NA,906
Laz' Hotel Spa Urbain Paris,232,9th arr.,1.9 miles,8.6,Fabulous,NA,947
Hôtel du Danube Saint Germain,237,6th arr.,0.9 miles,8.6,Fabulous,9.6,387
Hôtel De Venise,125,12th arr.,1.7 miles,8.5,Very good,NA,1578
Mercure Paris Gare De Lyon TGV,150,12th arr.,1.3 miles,8.1,Very good,NA,2668
Le Mireille,99,17th arr.,2.7 miles,8.6,Fabulous,NA,1055
Bastille Apartments,NA,11th arr.,Metro access,9,Superb,NA,76
Grand Hotel des Balcons,142,6th arr.,0.7 miles,8.6,Fabulous,9.4,1167
Hotel Armoni Paris,119,17th arr.,3.1 miles,8.4,Very good,NA,1214
Hôtel Lumières Montmartre Paris,99,18th arr.,2.7 miles,7.7,Good,NA,2075
Hotel Bellevue Saint-Lazare,128,8th arr.,1.8 miles,8.6,Fabulous,9.4,709
Hôtel du Home Moderne,138,15th arr.,2.7 miles,8.6,Fabulous,NA,841
Hotel Opéra Marigny,243,8th arr.,1.6 miles,8.5,Very good,9.4,659
Timhotel Opéra Grands-Magasins,NA,9th arr.,Metro access,8.1,Very good,NA,280
Austin's Arts Et Metiers Hotel,216,3rd arr.,0.7 miles,8.6,Fabulous,NA,1214
Hotel du Collectionneur Arc de Triomphe,316,8th arr.,2.5 miles,7.9,Good,NA,1613
Acropole,117,14th arr.,2.6 miles,8.6,Fabulous,NA,549
CMG Premium Tour Eiffel III,181,16th arr.,3 miles,7.7,Good,9.4,44
Apartments WS Saint-Lazare - Opera,132,8th arr.,1.7 miles,7.8,Good,NA,177
Hôtel Madeleine Haussmann,270,8th arr.,1.7 miles,8.6,Fabulous,9.4,1032
Hôtel Le Presbytère,NA,4th arr.,Metro access,9.4,Superb,9.7,169
Hôtel Saint Germain Des Prés,299,6th arr.,0.8 miles,8.6,Fabulous,9.7,1275
Hôtel Des Batignolles,128,17th arr.,2.4 miles,8.4,Very good,NA,2086
Hotel Verneuil Saint Germain,299,7th arr.,0.9 miles,8.6,Fabulous,9.5,94
Hôtel Du Vieux Saule,195,3rd arr.,0.7 miles,8.1,Very good,NA,341
Hotel Elysées Bassano,222,16th arr.,2.6 miles,8.1,Very good,NA,347
Arc de Triomphe Etoile,160,17th arr.,2.9 miles,8.3,Very good,NA,793
Hôtel Raphael,359,16th arr.,2.8 miles,8.6,Fabulous,9.5,323
Hotel Monge,NA,5th arr.,Metro access,9.4,Superb,9.3,413
Hôtel Paris La Fayette,128,10th arr.,1.4 miles,7.4,Good,NA,1265
Villa Eugenie,172,17th arr.,2.7 miles,7.5,Good,NA,315
Hôtel de Banville,179,17th arr.,3.1 miles,8.6,Fabulous,NA,834
Queen Mary Opera,178,8th arr.,1.6 miles,8.6,Fabulous,NA,360
Hôtel des Deux Avenues,149,17th arr.,2.9 miles,7.1,Good,NA,940
Best Western Aramis Saint Germain,199,6th arr.,1.3 miles,8.6,Fabulous,9.3,775
Notre Dame Guest House,NA,5th arr.,Metro access,6.7,Review score,NA,87
Normandy Le Chantier,219,1st arr.,1 miles,6.8,Review score,NA,3395
BE YOU LUXURY APART'HÔTEL - LA GOURMANDE,210,18th arr.,2.1 miles,8.5,Very good,NA,25
Fred'Hotel,142,14th arr.,2.3 miles,8.3,Very good,NA,847
Hotel des Grandes Ecoles,183,5th arr.,0.8 miles,8.5,Very good,9.6,1071
Hotel Esmeralda,152,5th arr.,"1,950 feet",8.3,Very good,9.7,537
Hôtel Jacques De Molay,269,3rd arr.,0.7 miles,8.5,Very good,9.3,933
Relais12bis Bed & Breakfast By Eiffel Tower,NA,15th arr.,Metro access,9.8,Exceptional,9.9,297
AMHotel Italie,117,13th arr.,2.2 miles,7.6,Good,NA,362
Hotel Albe Bastille,141,12th arr.,1.2 miles,8.5,Very good,NA,1085
Timhotel Tour Montparnasse,94,14th arr.,1.7 miles,7.9,Good,NA,1405
Duret,153,16th arr.,3.1 miles,8.5,Very good,NA,187
Hôtel Le Marcel Paris Gare de l'Est,153,10th arr.,1.4 miles,8.3,Very good,NA,453
Raspail Montparnasse,150,14th arr.,1.5 miles,8.5,Very good,NA,452
Hotel Residence Des Arts,NA,6th arr.,Metro access,8.8,Fabulous,9.7,113
Warwick Paris (Former Warwick Champs-Elysees),311,8th arr.,2.5 miles,7.9,Good,9.3,1841
Mercure Paris Bercy Bibliothèque,175,13th arr.,1.7 miles,8.5,Very good,NA,1362
Little Palace Hotel,204,3rd arr.,0.8 miles,8.1,Very good,NA,1015
Villa Margaux Opéra Montmartre,143,9th arr.,1.8 miles,7.5,Good,NA,462
Hotel Lumen Paris Louvre,406,1st arr.,1 miles,8.5,Very good,9.4,222
BE YOU LUXURY APART'HÔTEL - LA GOURMANDE,210,18th arr.,2.1 miles,8.5,Very good,NA,25
Tonic Hotel Saint Germain des Prés,176,6th arr.,0.7 miles,8.1,Very good,9.5,673
Hotel Residence Des Arts,NA,6th arr.,Metro access,8.8,Fabulous,9.7,113
Paris Marriott Rive Gauche Hotel & Conference Center,149,14th arr.,1.8 miles,7.4,Good,NA,375
Hotel Atmospheres,230,5th arr.,"3,100 feet",8.5,Very good,NA,484
Best Western Premier Marais Grands Boulevards,160,3rd arr.,0.9 miles,8.5,Very good,NA,943
Hotel Claridge Paris,240,8th arr.,2.3 miles,8.5,Very good,9.5,785
Hotel Excelsior,99,10th arr.,0.9 miles,7,Good,NA,1616
Hôtel Jacques De Molay,269,3rd arr.,0.7 miles,8.5,Very good,9.3,933
Hôtel Fabric,NA,11th arr.,Metro access,9.4,Superb,9.3,390
Hôtel Montparnasse Saint Germain,177,14th arr.,1.6 miles,8.4,Very good,NA,1124
Hotel Lumen Paris Louvre,406,1st arr.,1 miles,8.5,Very good,9.4,222
Tour Eiffel Beaugrenelle Theatre,218,15th arr.,3 miles,7.6,Good,9.4,50
Holiday Inn Paris-Auteuil,100,16th arr.,4.3 miles,8.5,Very good,NA,552
Etoile Park Hotel,156,17th arr.,2.9 miles,8.5,Very good,9.6,808
La Manufacture,139,13th arr.,1.7 miles,8.5,Very good,NA,1399
Villa d'Estrées,NA,6th arr.,Metro access,8.8,Fabulous,9.8,122
Hôtel California Champs Elysées,255,8th arr.,2.4 miles,8.3,Very good,NA,1259
Lenox Montparnasse,168,14th arr.,1.5 miles,8.5,Very good,NA,483
Hotel Paris Bruxelles,111,3rd arr.,0.9 miles,7.2,Good,NA,1705
Hôtel des Comédies,177,10th arr.,1 miles,8.5,Very good,NA,580
Les Piaules,183,11th arr.,1.6 miles,8.5,Very good,NA,3827
Hôtel Elysées Régencia,252,16th arr.,2.5 miles,8.1,Very good,NA,653
Molière ChicSuites,NA,1st arr.,Metro access,8.8,Fabulous,NA,76
Platine Hotel,184,15th arr.,3.1 miles,8.5,Very good,NA,973
Saphir Grenelle,177,15th arr.,2.5 miles,7.3,Good,NA,919
Hôtel Hélios Opéra,207,9th arr.,1.6 miles,8.1,Very good,NA,866
Hôtel Volney Opéra,202,2nd arr.,1.3 miles,8.5,Very good,9.5,993
Holiday Inn Paris Gare de l'Est,146,10th arr.,1.4 miles,7.8,Good,NA,5022
Saphir Grenelle,177,15th arr.,2.5 miles,7.3,Good,NA,919
Hôtel Des Marronniers,218,6th arr.,0.8 miles,8.5,Very good,9.5,587
Le Roch Hotel & Spa,NA,1st arr.,Metro access,9,Superb,9.5,441
Hôtel Hélios Opéra,207,9th arr.,1.6 miles,8.1,Very good,NA,866
Holiday Inn Paris Gare de l'Est,146,10th arr.,1.4 miles,7.8,Good,NA,5022
Lenox Montparnasse,168,14th arr.,1.5 miles,8.5,Very good,NA,483
HotelHome Paris 16,243,16th arr.,3.7 miles,8.5,Very good,NA,332
Hôtel Du Bois Champs-Elysées,177,16th arr.,3 miles,8.4,Very good,NA,1613
Hotel De Suede Saint Germain,177,7th arr.,1.5 miles,8.1,Very good,NA,625
Contact Hôtel Alizé Montmartre,NA,9th arr.,Metro access,8.5,Very good,NA,892
La Manufacture,139,13th arr.,1.7 miles,8.5,Very good,NA,1399
K+K Hôtel Cayré Saint Germain des Prés,254,7th arr.,1.2 miles,8.3,Very good,NA,1691
Holiday Inn Paris-Auteuil,100,16th arr.,4.3 miles,8.5,Very good,NA,552
Hôtel Le Compostelle,167,4th arr.,"1,500 feet",8.4,Very good,9.6,938
InterContinental Paris Le Grand,478,9th arr.,1.4 miles,8.5,Very good,9.3,1207
Hôtel le 209 Paris Bercy,150,12th arr.,2.1 miles,8.5,Very good,NA,1326
Hôtel D'Aubusson,NA,6th arr.,Metro access,9.4,Superb,9.7,813
Crystal Hotel,199,6th arr.,0.9 miles,8.3,Very good,9.5,554
Le 20 Prieuré Hôtel,169,11th arr.,1 miles,8.3,Very good,NA,631
Hôtel Le Cardinal,149,9th arr.,2 miles,8.5,Very good,NA,891
Princesse Caroline,133,17th arr.,2.9 miles,8.5,Very good,9.6,584
TOUR EIFFEL PECLET PARIS,185,15th arr.,2.6 miles,6.7,Review score,NA,10
Staycity Aparthotels Gare de l’Est,136,10th arr.,1.2 miles,8.1,Very good,NA,1514
Hôtel Le Walt,NA,7th arr.,Metro access,8.9,Fabulous,NA,377
"The Originals Boutique, Hôtel Mouffetard Apolonia, Paris (Qualys-Hotel)",189,5th arr.,1 miles,8.5,Very good,9.5,1641
Edouard 6 Montparnasse,145,6th arr.,1.6 miles,8.3,Very good,9.3,522
Hôtel Mayfair Paris,315,1st arr.,1.3 miles,8.5,Very good,9.6,362
Citadines Trocadéro Paris,165,16th arr.,3.1 miles,8.5,Very good,NA,718
Hotel Pilime,106,9th arr.,2.1 miles,8.5,Very good,NA,1088
Best Western Star Champs-Elysées,115,17th arr.,3 miles,8.1,Very good,NA,1182
Hotel Louvre Montana,300,1st arr.,1.1 miles,8.5,Very good,9.7,322
Drouot Luxe,NA,9th arr.,Metro access,8.3,Very good,NA,11
Petit Marais,166,4th arr.,"2,800 feet",7.7,Good,NA,99
La Maison Champs Elysées,380,8th arr.,2.1 miles,8.5,Very good,9.3,295
Mercure Paris Montparnasse Raspail,156,14th arr.,1.5 miles,8.5,Very good,NA,293
Hotel Aida Marais,153,10th arr.,1 miles,7.9,Good,NA,667
Melia Paris Notre Dame,258,5th arr.,"2,150 feet",8.5,Very good,9.4,282
Hotel du Nord et de l'Est,150,11th arr.,1 miles,7.5,Good,NA,1454
Hôtel Le Relais Saint-Germain,NA,6th arr.,Metro access,9.2,Superb,9.8,142
Serotel Lutèce,237,5th arr.,1.2 miles,8.5,Very good,NA,711
Convention Montparnasse,166,15th arr.,2.8 miles,8.2,Very good,NA,1234
Best Western Au Trocadéro,178,16th arr.,3 miles,8.5,Very good,9.6,928
Albert's Hotel,219,11th arr.,1 miles,8.4,Very good,NA,376
Hôtel Clarisse,225,15th arr.,3 miles,8.5,Very good,NA,415
Villathena,143,9th arr.,1.8 miles,8.4,Very good,NA,355
Lauriston Studio,NA,16th arr.,Metro access,8.2,Very good,9.5,30
ibis Styles Paris Meteor Avenue d'Italie,126,13th arr.,2.8 miles,8.4,Very good,NA,480
Montfleuri,189,16th arr.,3 miles,8.3,Very good,NA,1650
Pavillon Opéra Grands Boulevards,125,9th arr.,1.2 miles,7.7,Good,NA,193
Hotel De La Cite Rougemont,212,9th arr.,1.1 miles,8.4,Very good,NA,1109
Citadines Saint-Germain-des-Prés Paris,221,6th arr.,"2,600 feet",8.3,Very good,9.5,1504
Vestay Champs-Élysées,199,8th arr.,2.2 miles,8.5,Very good,NA,262
appartement loft,NA,2nd arr.,Metro access,9.2,Superb,9.9,80
Hôtel les Degrés de Notre Dame,151,5th arr.,"2,150 feet",7.5,Good,9.3,725
AC Hotel Paris Porte Maillot by Marriott,168,17th arr.,3.1 miles,8.5,Very good,NA,242
Hotel Moulin Plaza,120,9th arr.,2 miles,7.7,Good,NA,1770
Best Western Hôtel Folkestone Opéra,156,8th arr.,1.6 miles,8.5,Very good,NA,442
Le Village Montmartre by Hiphophostels,120,18th arr.,1.9 miles,8.5,Very good,NA,1740
Hotel Splendid,148,15th arr.,2.6 miles,7.7,Good,NA,502
Fondary Apartment Eiffel Tower District,200,15th arr.,2.5 miles,NA,Good,NA,NA
Hôtel Le Relais Saint-Germain,NA,6th arr.,Metro access,9.2,Superb,9.8,142
Hôtel Comete Paris,143,20th arr.,2.6 miles,9.2,Superb,NA,555
HostnFly apartments - Beautiful and modern apt near Montmartre,111,18th arr.,2.2 miles,NA,Superb,NA,NA
Exe Panorama,245,10th arr.,1.4 miles,8.3,Very good,NA,1364
Vestay George V,210,8th arr.,2.4 miles,8.9,Fabulous,9.5,691
Hôtel Roi René,63,17th arr.,2.6 miles,7.4,Good,NA,954
Hôtel Le Royal Monceau Raffles Paris,850,8th arr.,2.7 miles,9,Superb,9.4,98
Lauriston Studio,NA,16th arr.,Metro access,8.2,Very good,9.5,30
STYLE HOTEL,78,18th arr.,2.3 miles,6.7,Review score,NA,242
HostnFly apartments - Charming bright apartment near Sacré-Coeur,97,18th arr.,2.2 miles,NA,Review score,NA,NA
Hôtel Amastan Paris,286,8th arr.,2.1 miles,8.8,Fabulous,9.3,190
Hôtel Augustin - Astotel,217,8th arr.,2 miles,9,Superb,9.3,864
Vestay Champs-Élysées,199,8th arr.,2.2 miles,8.5,Very good,NA,262
Hôtel Clarisse,225,15th arr.,3 miles,8.5,Very good,NA,415
appartement loft,NA,2nd arr.,Metro access,9.2,Superb,9.9,80
CMG Deluxe Tour Eiffel - II,161,16th arr.,3 miles,7.5,Good,10,22
Hôtel Choisy,67,13th arr.,2.1 miles,5.8,Review score,NA,1071
Hôtel Saint Germain Des Prés,299,6th arr.,0.8 miles,8.6,Fabulous,9.7,1275
"The Hoxton, Paris",366,2nd arr.,1 miles,9,Superb,NA,878
Hôtel Victor Hugo Paris Kléber,120,16th arr.,3 miles,8.2,Very good,NA,220
Hôtel des Beaux Arts,118,13th arr.,2.1 miles,7.2,Good,NA,349
The Residence - Luxury 3 Bedroom Paris Center,NA,2nd arr.,Metro access,7.9,Good,NA,215
Maxim Quartier Latin,167,5th arr.,1.1 miles,7.8,Good,NA,715
AC Hotel Paris Porte Maillot by Marriott,168,17th arr.,3.1 miles,8.5,Very good,NA,242
HostnFly apartments - Cosy apartment near Gare de Lyon,86,12th arr.,1.4 miles,NA,Very good,NA,NA
Villa Brunel,133,17th arr.,3.1 miles,8.6,Fabulous,NA,621
HostnFly apartments - Stylish apt next to Buttes Chaumont,181,19th arr.,2.1 miles,NA,Fabulous,NA,NA
Hotel Duette Paris,177,17th arr.,2.6 miles,8.7,Fabulous,9.4,172
Residence Villiers,93,17th arr.,2.8 miles,7,Good,NA,493
Île Saint-Louis apartment,NA,4th arr.,Metro access,8.4,Very good,10,56
Hôtel Louvre Piemont,263,1st arr.,0.9 miles,9,Superb,9.5,754
Palym,200,12th arr.,1.2 miles,8.6,Fabulous,9.3,2754
Home Services,121,15th arr.,3.1 miles,8,Very good,NA,72
Legend Saint Germain by Elegancia,232,6th arr.,1.4 miles,8.6,Fabulous,NA,527
Baldi,110,15th arr.,2.2 miles,7.7,Good,NA,887
Kube Hotel Paris - Ice Bar,304,18th arr.,2.1 miles,8,Very good,NA,300
Appartement Marais,NA,4th arr.,Metro access,9.3,Superb,9.6,31
Residence Henri IV,258,5th arr.,0.6 miles,9,Superb,9.4,507
Grand Hôtel Des Gobelins,166,13th arr.,1.3 miles,8.2,Very good,NA,1466
HostnFly apartments - Nice & cozy apartment 700m from the Sacre-Coeur,69,18th arr.,2.4 miles,NA,Very good,NA,NA
Nicole Shelter,107,5th arr.,1.3 miles,7.5,Good,NA,6
